 10000 , 0.014 , 0 ,
 50000 , 0.063 , 0.026100000 ,
 100000 , 0.677 , 0.327200000 ,
 200000 , 1.086 , 0.463500000 ,
 500000 , 2.564 , 0.8311000000 ,
 1000000 , 3.342 , 1.1792000000 ,
 2000000 , 9.9 , 2.325000000 ,
 5000000 , 17.68 , 5.84810000000 ,
 10000000 , 33.323 , 11.064100000000 ,
 100000000 , 387.041 , 113.633 ,
